drug1,drug2,label
256,547,64
563,498,49
1278,489,82
446,593,49
625,1652,47
866,335,53
692,616,49
386,963,49
1481,131,70
551,235,47
161,800,49
1039,76,75
69,257,75
647,581,49
518,550,49
87,248,70
407,574,49
352,346,47
82,234,4
507,608,49
722,550,75
87,1147,4
502,571,49
945,140,37
591,525,49
236,14,49
957,844,49
893,1676,70
690,1119,49
1140,358,47
75,274,4
840,1465,49
118,901,6
610,787,49
1228,271,47
1177,310,47
844,959,49
404,171,49
120,312,6
479,548,16
489,641,49
40,626,49
800,670,49
106,240,47
646,470,49
94,608,49
141,362,6
83,214,4
572,558,49
916,847,85
963,321,49
585,559,49
714,109,49
474,285,47
1011,1411,58
1176,233,47
179,964,60
546,278,73
1152,298,47
685,994,49
694,194,47
151,913,57
468,531,49
427,175,47
983,105,49
809,704,49
172,427,60
331,1157,75
437,166,37
1137,320,47
44,1226,85
570,50,49
47,626,49
72,1049,4
731,1023,49
565,487,49
77,931,4
212,1362,9
3,800,49
73,910,4
570,63,67
1009,1053,34
914,785,49
302,658,49
712,320,20
46,316,47
1466,917,66
72,549,4
38,724,73
1404,567,70
991,1157,75
42,98,47
727,357,47
204,1639,9
440,5,15
73,614,4
46,312,47
142,137,6
290,284,20
577,1023,47
682,345,49
238,1602,73
178,697,49
459,541,49
764,868,72
686,142,49
885,456,49
1158,285,47
290,1336,73
694,310,47
1223,732,75
753,327,21
999,236,47
216,309,9
1154,300,47
159,432,16
198,213,49
159,576,16
623,552,49
451,1336,73
264,369,49
685,973,49
1107,290,47
201,151,9
727,844,49
556,307,47
561,99,47
1409,960,51
424,150,70
665,427,54
506,491,49
623,631,49
81,549,4
445,628,16
366,241,47
1174,274,47
1133,310,48
912,634,73
109,276,47
117,264,73
104,1053,73
507,982,47
243,708,75
609,346,47
284,717,73
1228,295,47
37,620,16
302,77,16
80,253,73
432,517,49
507,513,49
628,984,49
986,976,49
317,1462,73
434,919,73
1176,1023,47
1602,82,75
446,439,60
870,791,49
424,815,49
156,1617,53
1171,121,77
1093,92,73
493,430,25
91,606,49
1082,981,60
1104,312,47
779,1439,70
952,1222,37
559,512,16
1067,1313,73
1275,929,60
1336,588,75
77,868,4
575,598,49
378,252,47
485,827,69
332,1402,73
1035,746,49
1070,431,60
454,279,47
232,1364,73
1188,84,73
147,448,73
784,259,73
298,121,77
897,811,49
165,1336,47
984,1077,60
866,818,49
575,525,49
825,676,76
307,1301,84
951,597,49
700,1100,47
102,985,60
606,552,49
1223,637,75
179,542,76
173,1053,73
432,951,49
728,236,47
117,297,12
53,33,49
944,945,49
591,331,49
127,278,73
616,527,49
904,1314,70
645,533,49
549,298,47
332,834,70
486,560,49
346,386,47
506,1548,49
611,536,49
442,951,49
1289,854,83
424,659,29
629,293,49
474,111,49
1006,292,47
1247,250,47
598,638,16
1077,300,55
1602,454,75
1301,1308,49
189,338,47
117,318,12
827,300,47
984,99,47
124,211,6
1037,1142,73
229,974,49
1193,1336,73
905,878,49
86,25,60
464,185,64
637,252,47
351,361,47
600,170,49
436,871,37
268,724,73
1074,853,60
445,928,49
610,810,49
527,498,49
77,521,49
981,894,49
291,252,47
640,306,49
755,3,72
192,588,47
195,725,9
209,273,47
954,659,49
77,1167,4
389,1488,49
464,176,49
630,1343,16
141,1656,49
647,242,47
508,539,49
467,625,49
774,1158,73
239,514,49
90,664,75
16,98,73
82,1179,4
243,568,75
626,527,49
1063,1336,47
606,620,49
639,1072,73
629,474,49
1548,472,73
105,1267,5
1110,1264,48
988,490,49
495,1336,73
571,285,47
300,735,20
892,441,49
775,1410,75
934,1074,60
507,563,49
703,357,20
1101,1402,49
92,890,75
572,1343,16
776,883,72
734,109,54
860,882,49
1102,354,47
991,959,49
538,235,47
235,278,73
1198,79,49
431,1276,71
339,1241,75
428,1587,25
600,542,49
1143,306,47
881,1070,70
726,208,20
262,509,49
91,217,60
55,528,49
79,1228,4
858,364,47
970,247,73
434,852,73
204,216,9
902,831,49
493,614,49
300,553,64
355,331,47
501,292,47
810,348,73
285,349,75
719,289,47
705,1033,20
83,1031,4
417,136,70
502,498,49
717,335,20
879,779,49
457,1185,20
694,594,49
1078,1076,60
1256,264,73
227,843,10
429,878,37
894,979,70
1189,1356,73
660,59,70
967,229,49
756,889,72
1105,259,47
73,792,75
564,849,60
524,361,49
977,1218,75
60,14,75
271,433,54
870,854,70
121,130,6
697,720,20
531,50,49
966,902,37
436,259,73
969,1100,47
27,57,49
612,1053,73
106,287,73
195,919,9
538,562,49
1034,1014,34
974,882,49
806,1157,73
791,674,49
787,1640,74
480,371,73
567,316,32
88,1155,73
1451,1226,73
622,490,60
1194,348,47
628,980,49
1117,252,47
77,1135,4
1282,111,76
1179,320,47
504,343,47
474,614,49
826,307,23
652,473,49
208,1336,73
154,829,49
1099,335,47
842,929,25
1298,945,60
478,306,47
496,966,49
913,982,47
755,883,72
130,234,6
916,208,73
209,464,20
268,222,70
1225,1023,47
272,389,47
60,797,3
944,15,73
714,490,49
613,508,49
237,770,75
515,1408,75
731,1031,49
440,956,15
609,268,47
306,240,73
683,1309,49
1213,295,47
717,1158,47
143,1158,47
1136,202,70
698,359,20
598,823,69
731,998,73
268,489,49
1184,304,47
942,960,49
193,183,9
390,1256,49
665,22,70
339,497,75
746,914,49
620,514,49
83,175,4
1084,852,60
367,236,47
1191,252,47
913,898,49
328,208,73
376,497,49
749,302,54
1058,1631,80
615,501,49
876,1676,70
866,362,47
79,879,4
589,238,47
306,982,49
682,179,47
226,227,47
606,556,49
658,375,49
1548,373,73
708,252,47
499,19,49
217,1065,49
486,564,49
640,475,49
573,649,49
94,1081,32
597,605,49
731,876,57
520,584,49
1583,1356,73
132,158,6
354,617,70
582,641,49
95,181,60
880,1242,70
604,238,47
467,431,60
950,25,49
715,264,20
977,883,49
683,23,47
577,652,49
970,844,49
979,940,49
98,216,70
875,279,47
910,252,47
1215,82,47
1408,1455,73
1602,737,75
458,20,49
440,942,15
945,149,37
658,110,49
92,892,4
627,827,69
658,979,60
1264,820,73
445,1652,47
1030,1336,73
753,776,40
600,602,49
88,442,73
747,369,60
702,703,20
1077,432,60
567,517,49
652,561,49
256,443,64
76,208,73
285,1413,75
65,1256,75
590,529,49
1171,1033,47
692,553,49
209,241,47
433,343,47
886,1414,57
687,554,73
864,659,29
992,1086,60
671,432,54
173,354,73
278,291,75
722,585,75
967,657,49
82,214,4
1340,375,70
292,236,47
925,865,49
1475,1136,72
214,225,9
90,1222,75
953,999,68
32,506,49
898,274,47
436,744,54
434,868,37
47,756,40
1069,427,60
1602,1126,75
809,1402,73
872,160,70
116,264,47
91,265,70
1168,238,47
506,81,16
632,252,73
639,1100,47
598,99,47
551,508,47
1168,416,73
1209,342,73
770,857,58
90,1152,75
1115,208,73
682,369,47
384,768,75
1579,960,83
911,779,49
750,56,21
1214,588,47
1222,1339,70
725,274,47
474,351,47
529,511,49
357,611,49
1199,1402,73
597,258,47
453,480,16
504,238,47
453,850,69
60,786,3
239,390,47
579,378,47
1301,181,71
627,532,49
636,361,49
122,251,73
173,16,73
992,588,75
952,272,47
982,310,47
352,213,49
77,470,49
906,979,70
844,899,37
439,28,60
352,728,20
1241,242,47
112,261,70
367,279,47
565,50,49
448,478,16
1146,378,47
794,1402,73
147,386,47
352,547,49
239,618,20
503,725,49
987,138,49
1154,353,73
165,984,60
903,374,47
930,218,54
1237,554,47
465,284,37
711,355,20
938,890,37
362,242,47
118,351,47
994,492,49
613,517,49
606,287,47
239,523,49
331,484,49
788,664,49
447,73,16
1153,175,47
1268,642,49
253,421,73
991,978,60
40,57,49
3,895,49
819,1639,74
737,257,73
1187,256,47
862,1657,49
253,1237,73
496,990,49
355,648,49
930,1090,60
563,535,49
360,284,47
634,110,73
582,551,49
701,300,47
524,1237,73
1268,331,49
804,261,47
538,556,49
253,905,73
1104,256,47
778,899,72
801,1639,74
151,144,49
1153,1411,58
1175,251,47
231,746,10
806,290,73
417,175,47
687,241,47
91,109,60
980,855,49
577,111,49
82,262,4
1217,257,73
726,771,24
1080,960,60
721,298,20
592,642,49
76,891,4
1035,1155,73
589,634,47
95,380,4
718,986,49
896,829,49
207,622,75
531,473,49
448,127,47
41,999,47
488,746,49
1180,268,47
74,1295,47
234,180,47
302,544,16
229,429,10
1485,260,70
513,196,47
428,300,47
496,512,16
657,214,70
235,1011,11
391,920,75
481,519,49
565,111,49
633,252,73
921,818,49
992,1071,60
72,1076,4
337,1060,75
655,1364,73
115,1602,49
262,1462,73
891,879,49
73,352,75
72,649,4
491,604,49
434,1068,60
582,827,69
850,259,47
850,516,76
127,351,47
25,375,49
1090,142,47
492,283,47
916,485,64
528,519,49
449,528,16
450,971,32
307,916,73
721,387,20
161,1110,49
82,1012,4
429,618,60
27,43,49
94,245,70
549,240,47
229,932,25
103,943,49
106,1124,73
1240,257,47
505,496,49
568,637,49
850,376,47
531,253,47
697,734,20
991,325,49
893,201,47
1115,290,47
689,554,73
506,274,47
489,1343,16
936,499,49
285,1237,73
1056,1410,58
619,593,49
403,375,49
72,699,4
553,589,35
862,834,49
174,953,60
847,429,25
566,609,49
194,236,9
435,1127,49
1111,256,47
481,560,49
352,455,49
334,313,47
647,608,49
76,971,32
271,437,54
1297,955,70
651,276,47
631,357,70
94,120,4
1148,99,47
956,201,47
41,730,73
261,111,20
929,138,37
191,357,20
325,105,30
1466,919,66
522,457,49
708,639,20
476,1657,49
1081,1073,60
13,604,49
572,574,16
907,854,70
422,625,49
771,264,47
1088,1072,60
92,1176,75
1204,246,47
850,529,37
629,628,49
1281,1139,49
879,814,49
439,262,47
971,104,49
1451,249,73
636,613,49
1158,1100,47
231,375,47
644,625,49
160,846,60
1123,84,73
1035,1630,73
1282,500,76
1122,1402,73
610,790,49
961,862,49
72,395,73
628,19,49
1016,356,73
1168,647,73
357,636,49
103,1580,5
747,31,73
130,912,6
682,1241,49
700,196,20
506,587,49
695,1172,64
920,797,49
462,542,49
209,84,73
403,369,49
475,1392,49
732,354,73
476,172,49
652,510,49
662,38,70
1381,175,73
332,1227,18
703,650,20
127,389,47
144,1295,47
239,269,47
556,613,49
1069,486,60
3,818,49
1213,353,73
530,320,47
577,509,49
1218,374,47
243,798,75
45,54,49
375,119,47
86,508,49
1165,205,70
658,987,49
768,3,72
875,810,49
627,276,47
565,1375,49
635,523,49
236,640,49
681,303,49
332,259,47
464,1119,49
613,327,73
771,252,47
943,190,49
82,1213,4
623,516,49
705,320,20
1078,1084,60
701,279,20
786,272,75
329,715,20
1200,271,47
564,597,49
494,207,70
553,641,49
701,359,20
434,1020,73
209,1100,47
1455,202,70
1220,238,47
185,277,44
404,947,49
1011,345,47
1410,759,82
960,205,70
445,995,49
343,828,49
1171,369,47
243,145,75
380,236,47
705,748,20
998,699,33
73,1138,4
31,59,49
568,539,49
410,25,49
481,446,49
998,98,73
261,239,20
317,358,47
909,979,70
632,511,49
977,915,49
491,493,49
779,285,47
131,1295,47
94,603,49
973,952,60
632,703,20
316,1396,73
872,833,49
92,790,75
352,84,73
227,298,73
551,229,16
434,951,49
457,293,20
1113,358,47
180,431,60
434,28,60
451,292,47
881,854,70
899,456,49
578,540,49
553,542,49
825,1545,76
1035,1126,73
355,530,49
410,843,49
395,574,49
807,747,83
30,565,49
558,316,32
110,893,37
553,892,73
127,165,53
1104,320,47
442,150,60
869,382,47
577,59,49
73,331,73
318,766,75
714,434,49
1603,71,75
123,879,6
604,573,49
528,979,49
470,535,49
54,763,40
354,999,20
231,931,10
1602,1113,75
965,960,60
657,764,49
440,883,47
1284,1137,49
660,1651,49
923,879,49
472,1652,47
878,874,49
90,259,73
652,543,49
660,439,54
1073,278,73
936,982,49
647,127,47
1132,292,47
1330,217,71
917,564,85
107,574,60
586,549,49
489,916,49
658,273,47
104,993,49
559,501,49
991,1084,60
1340,969,70
376,461,49
601,652,49
574,476,16
783,750,22
301,442,49
448,352,16
905,340,47
257,138,49
475,111,49
560,1658,49
901,787,49
515,961,73
313,280,47
81,700,75
1115,235,47
183,937,60
555,545,49
525,85,49
722,427,75
1466,882,66
619,516,49
1602,1121,75
697,208,73
329,227,47
655,285,47
255,964,47
231,955,10
1422,127,73
1051,1445,49
90,236,75
592,593,49
468,348,47
1414,66,67
507,503,49
974,190,68
266,657,83
1130,338,47
507,537,49
858,148,37
1548,345,73
1225,1030,73
1097,332,47
923,909,49
467,524,49
779,320,47
1306,1254,70
1430,857,58
509,510,49
888,127,47
501,451,49
96,331,49
683,1104,49
632,59,49
474,334,47
894,10,49
1223,914,75
682,273,49
672,940,49
632,971,32
874,1310,73
301,327,73
365,868,68
449,76,16
386,194,47
832,774,24
976,182,47
934,846,60
1332,434,60
568,629,49
1331,850,75
622,294,73
627,50,49
331,252,47
576,374,47
604,85,49
174,41,70
189,964,47
796,195,70
475,127,47
44,646,49
77,701,4
718,703,20
1183,912,49
641,532,49
1257,1158,47
1221,264,73
942,310,47
329,1106,49
83,1248,4
813,272,75
1466,362,66
1078,1070,60
576,1115,47
818,747,83
343,793,49
172,180,49
927,362,49
77,359,4
1275,56,73
659,968,49
1168,708,73
106,1267,5
430,1411,54
492,21,16
1268,493,49
138,1677,70
620,111,49
578,480,49
811,1435,49
73,724,73
364,352,75
1051,1362,49
1110,1141,73
996,961,60
878,804,49
721,257,20
186,385,60
141,234,6
923,718,49
76,998,75
204,1456,9
18,46,2
462,844,49
1446,113,75
495,600,49
538,251,47
440,289,47
193,844,54
123,287,47
824,632,61
730,676,67
450,629,16
1450,1213,58
956,980,49
352,1176,20
524,919,49
783,1470,49
81,457,49
514,306,49
614,1169,47
1060,278,47
686,673,73
505,109,73
301,267,73
239,247,73
339,957,75
231,554,73
896,803,49
1436,1412,58
675,335,47
175,743,20
643,1357,16
82,58,4
695,633,49
946,968,49
215,342,47
1202,358,47
1101,731,49
77,1233,4
582,459,49
731,970,68
698,1410,58
1223,94,75
1023,354,47
301,170,49
391,1001,11
112,588,75
798,240,47
85,327,4
571,649,49
33,478,49
972,1068,49
73,1424,73
380,1001,11
1126,304,47
471,298,47
895,979,70
56,638,20
1133,258,47
46,283,47
555,337,49
217,983,49
543,547,49
934,980,49
75,901,4
429,855,49
1223,1018,75
271,342,73
774,359,47
80,163,4
57,547,49
439,321,47
1099,1023,47
948,105,49
979,52,73
457,705,20
1583,1428,73
1169,292,47
352,495,49
176,313,49
478,452,49
448,523,16
120,1227,73
476,99,47
326,247,73
327,115,57
520,331,49
86,575,49
1223,1548,75
256,614,64
117,1295,47
226,966,10
470,520,49
544,514,49
986,251,47
883,833,49
596,487,49
875,99,47
152,1677,70
292,257,47
316,927,49
926,969,49
1110,250,47
1035,1016,73
1044,175,73
1223,285,75
76,1209,4
369,582,70
161,153,49
185,559,49
453,280,47
753,721,21
962,968,49
1383,1048,49
597,1033,20
1006,353,73
627,104,49
942,290,47
560,531,49
519,497,49
779,1638,74
17,348,47
636,655,16
998,261,73
214,1640,9
669,110,54
82,539,4
619,480,49
510,515,49
199,262,47
338,371,75
991,431,60
1273,1001,73
1304,358,71
432,903,37
771,307,47
303,23,47
86,1218,75
629,636,49
442,599,49
1137,257,73
230,730,73
206,1402,73
709,196,20
840,59,76
946,182,49
661,427,54
692,184,47
809,554,73
1591,253,73
576,192,70
562,546,49
267,1208,85
614,1023,47
73,955,73
602,432,49
1068,867,49
841,882,70
355,549,49
231,991,10
478,461,49
564,932,25
506,825,69
501,1237,73
943,844,49
110,312,47
873,790,49
869,829,49
636,526,49
567,529,49
52,485,49
634,1027,47
700,1145,73
598,1375,49
1219,285,47
892,782,49
495,19,49
1214,279,47
1139,268,47
41,1295,47
882,185,70
1451,1455,73
73,982,4
489,496,49
122,888,6
514,267,49
505,637,49
471,640,49
1120,986,47
1455,131,70
698,450,20
872,790,49
455,616,49
700,278,73
380,990,49
190,348,47
1101,708,49
262,462,49
36,485,49
196,367,47
944,58,73
131,162,6
565,659,49
725,250,47
867,715,27
697,257,73
417,358,47
1602,257,75
76,304,75
108,1289,5
798,358,47
446,587,49
463,569,16
175,181,9
306,274,47
1148,247,47
486,960,49
693,986,47
157,279,47
490,304,47
28,988,60
1103,357,47
683,310,49
150,942,49
1067,1020,73
661,348,47
926,951,49
912,805,49
646,185,49
828,770,24
917,1278,85
1136,227,47
13,385,60
911,1412,58
514,316,32
938,249,73
725,279,20
13,439,60
867,1251,70
755,909,72
763,893,72
506,588,49
104,566,60
652,201,47
951,553,75
698,247,20
631,473,49
76,1012,4
577,589,49
850,1344,61
189,858,9
851,433,25
811,170,83
508,536,49
617,545,49
870,1300,70
185,1288,49
75,253,75
91,562,49
1408,731,73
92,266,75
662,41,70
229,977,10
1268,551,49
902,899,49
253,236,73
147,239,47
152,704,27
122,358,73
514,1081,32
588,542,49
525,980,49
354,746,20
1124,250,47
1298,222,70
76,387,4
1130,634,47
798,99,47
1289,1272,49
577,1158,47
569,971,32
840,176,71
133,872,6
613,516,49
551,559,49
28,54,49
916,1332,49
783,1639,74
646,631,49
137,206,20
576,264,75
269,1547,75
533,586,49
385,334,49
533,558,49
655,298,47
633,262,73
1274,862,49
564,353,73
615,644,49
701,424,73
825,48,76
1224,249,47
1286,1119,49
277,313,73
981,361,30
893,242,47
615,535,49
1058,859,73
294,1053,73
708,1700,75
1044,157,49
852,997,47
977,1222,37
859,799,49
442,107,49
227,310,47
323,763,75
907,10,49
1029,876,73
1480,735,70
898,1314,70
1532,1686,70
178,1075,60
455,479,49
796,44,49
302,509,16
580,639,49
176,430,60
811,349,73
977,909,49
1114,352,47
217,198,49
433,1412,54
998,614,33
1234,390,47
493,267,37
119,1602,49
385,432,60
774,10,72
869,880,49
875,1251,70
1178,735,73
626,623,49
767,876,72
988,959,49
692,238,47
954,852,49
986,1237,73
852,1213,54
91,925,60
794,221,70
339,301,75
812,174,49
747,11,73
192,436,9
533,316,32
131,150,6
917,23,47
442,105,49
575,614,49
894,819,49
83,235,75
606,111,49
565,517,49
1582,1121,73
75,986,75
104,342,73
1221,1133,75
850,367,47
418,380,49
138,1070,70
86,843,4
552,475,49
717,571,20
73,226,4
431,1267,14
1330,840,49
116,136,6
647,510,49
510,655,16
95,590,49
582,178,27
636,259,73
446,464,49
855,1222,37
102,961,60
916,1272,85
1131,331,70
917,533,49
394,283,49
470,561,49
531,917,49
88,110,73
1110,1022,73
300,100,70
1160,142,47
194,307,47
73,367,4
1078,428,60
584,473,49
27,626,49
547,465,49
689,375,73
478,557,49
268,728,20
623,487,49
301,1174,73
954,921,37
300,496,49
1082,955,60
301,1115,73
683,438,19
455,337,49
302,185,49
453,334,47
522,607,49
646,487,49
104,931,49
1147,1062,47
932,343,47
122,114,73
474,1115,47
506,456,49
439,903,37
688,258,49
906,1298,70
1168,356,47
489,460,49
502,426,60
778,868,72
1282,684,71
614,539,49
695,521,49
234,278,47
614,459,49
518,595,49
783,1456,49
509,513,49
77,172,49
209,1638,9
863,175,47
357,738,20
189,152,9
722,997,33
626,615,49
355,738,20
1213,708,73
102,289,47
358,276,49
1455,190,70
857,462,54
826,496,61
568,196,47
701,348,73
1408,671,73
87,109,60
474,332,47
173,1402,73
694,504,49
594,21,16
83,131,4
19,501,49
617,479,49
1226,1005,73
79,294,75
1033,250,47
74,549,49
681,1171,49
1051,1433,49
879,812,49
14,47,2
72,546,4
582,522,49
538,544,49
874,815,49
82,313,4
631,181,49
1602,579,75
991,161,49
78,770,75
937,462,49
467,491,49
3,810,49
128,142,6
919,465,85
458,620,49
462,487,49
541,180,47
79,668,4
331,452,49
75,1160,4
710,355,20
316,1237,73
1002,300,47
1016,616,73
79,150,4
874,829,49
182,185,60
456,476,16
722,440,75
87,235,4
480,1060,73
820,1638,74
528,473,49
636,594,49
468,1343,16
570,624,49
176,984,60
725,261,47
424,894,49
321,23,47
489,462,49
619,610,49
970,990,49
476,672,49
420,957,49
994,490,49
94,138,4
454,544,16
45,506,49
357,278,47
6,285,47
1120,173,49
697,382,47
785,1400,73
605,312,20
632,660,20
81,600,49
916,845,85
1291,194,70
102,927,49
1270,914,49
479,180,49
1582,1336,73
778,1411,75
693,638,49
141,147,6
636,287,73
889,890,49
455,619,49
259,988,49
1049,724,73
92,1462,75
101,1451,75
272,1364,73
523,1548,49
42,343,47
582,74,49
687,238,47
815,960,83
681,774,49
1160,98,47
1446,1150,75
1068,863,49
1451,385,73
614,378,47
926,631,30
946,958,49
211,932,9
88,397,73
551,98,47
90,937,60
551,287,73
774,744,34
975,150,60
448,530,16
1232,278,73
220,224,70
75,1161,4
116,892,6
527,293,49
956,1412,58
688,1602,73
449,20,16
873,979,70
1072,875,49
813,1361,74
37,444,16
604,632,49
117,1240,12
1281,1184,49
671,58,70
292,943,49
824,551,61
529,273,49
686,199,73
111,438,60
1061,249,73
455,557,49
779,267,47
442,636,49
188,1070,60
955,1073,60
436,866,37
465,351,47
17,227,47
550,200,73
618,504,49
1216,267,47
722,491,33
731,1203,73
375,935,49
510,643,16
472,573,49
658,1121,47
1170,292,47
938,892,37
615,623,49
949,251,47
464,378,73
317,142,47
427,242,47
919,849,85
414,574,49
192,1435,9
721,283,20
454,602,16
30,239,49
690,180,49
891,1089,70
911,1449,49
14,619,49
121,871,6
476,840,69
352,207,70
58,271,47
673,932,54
898,979,70
147,56,47
92,417,4
1181,356,47
1124,268,47
181,1671,64
144,259,47
125,1617,6
41,1062,47
1086,1081,60
663,55,70
971,1344,70
352,957,49
72,1030,75
191,1262,49
1234,285,47
803,1642,74
991,913,49
633,637,49
570,488,49
1128,917,64
620,644,49
718,437,49
1244,1148,75
948,855,49
818,554,73
877,1449,49
1353,1465,49
1115,259,47
128,860,6
426,912,37
866,715,27
906,921,49
850,62,72
91,631,49
117,23,47
932,154,37
1020,261,47
1417,345,67
146,279,47
359,259,47
413,843,49
98,291,75
54,623,49
579,277,47
986,423,47
439,159,37
741,310,73
101,121,75
38,35,49
792,259,73
1225,337,47
201,1121,47
1079,925,60
765,875,72
602,553,49
355,391,20
223,56,47
783,1638,74
1081,672,49
474,276,47
741,351,73
80,603,4
1074,984,60
674,431,54
475,497,49
72,956,4
352,960,49
1105,236,47
802,661,49
442,630,49
1143,633,47
258,338,47
1020,1256,49
1174,279,47
329,268,47
942,207,47
1196,277,47
228,241,73
188,300,64
965,1071,60
1035,1124,73
1013,251,47
768,877,72
1143,724,73
256,226,20
977,993,49
799,786,73
991,1206,75
706,191,20
417,994,49
896,921,49
191,390,47
79,1009,75
937,954,49
255,143,47
612,628,49
681,1195,49
878,898,49
697,982,47
72,208,73
141,349,12
789,1435,49
148,345,47
195,1456,9
1057,1428,49
596,479,49
634,348,47
513,655,16
83,602,4
234,299,47
1177,240,47
442,103,49
717,734,20
328,221,70
1158,279,47
1221,241,73
352,581,49
331,1060,75
605,519,49
1340,955,70
87,563,4
527,595,49
147,332,73
77,1014,75
1060,295,47
429,953,49
260,224,70
444,111,49
215,351,47
622,846,60
472,576,49
447,501,16
110,1353,5
856,436,49
701,396,73
14,616,36
90,332,75
699,399,73
273,175,47
240,223,70
954,115,37
396,988,49
969,387,47
448,524,16
844,424,37
1116,127,47
453,79,16
866,334,47
46,1336,73
451,259,47
427,920,37
242,298,73
418,1596,67
357,554,73
683,233,47
461,361,49
573,541,49
57,485,49
1602,366,75
902,882,49
440,1322,15
352,1253,20
98,733,20
90,693,75
639,742,49
1018,279,47
582,505,49
555,1286,64
312,603,77
1051,342,49
956,310,47
963,925,49
118,129,6
453,506,16
108,351,73
173,253,73
151,830,49
432,1330,54
1583,1336,73
449,1027,47
785,415,70
103,875,37
488,188,49
1281,957,49
507,531,49
150,1617,53
900,792,49
1411,1007,73
42,51,49
522,306,49
166,1298,70
1196,227,47
518,182,49
778,410,57
909,944,70
817,1638,74
582,103,49
673,434,54
1418,755,57
639,986,47
634,940,49
1151,292,47
343,209,47
117,900,6
986,897,49
1168,982,47
137,1253,20
920,1148,75
73,643,16
1544,1689,70
217,990,49
376,593,49
646,971,32
627,470,49
1121,136,47
958,920,37
640,1513,70
655,295,47
60,1294,75
1356,259,73
640,549,49
628,950,49
83,1216,4
519,615,49
1051,169,63
357,507,20
1256,208,73
292,988,60
737,307,47
456,327,47
442,928,49
1583,984,73
1263,677,73
652,355,47
172,439,60
434,213,49
467,525,49
81,1064,75
306,618,60
37,35,49
486,127,47
1602,1137,75
851,632,61
75,341,4
321,1115,47
914,1300,70
942,1023,47
781,1228,70
339,636,75
323,758,75
1020,283,47
215,1005,47
1548,1065,73
865,913,49
1098,261,47
716,553,20
306,473,49
710,335,20
474,233,47
320,1048,49
1188,1185,47
1051,1427,49
410,718,49
1112,84,73
485,655,16
571,916,49
1227,23,47
606,98,47
665,58,70
681,320,73
994,953,49
1433,375,73
1302,1213,58
564,1027,47
604,500,49
298,1336,73
238,691,49
403,283,49
1089,1077,60
343,1456,27
1037,857,58
560,1325,39
363,1402,73
582,575,49
708,723,20
879,784,49
1093,602,73
533,635,49
1051,279,49
598,549,49
942,320,47
995,855,49
81,1164,4
457,579,49
1227,508,47
143,634,47
889,819,49
217,923,49
927,506,49
702,247,20
339,719,75
964,152,49
906,1421,49
1226,310,73
826,186,71
542,480,49
49,28,49
620,273,49
1183,320,47
88,952,73
38,434,47
827,469,61
1065,267,47
453,507,16
1162,279,47
234,808,49
327,412,47
218,724,54
563,724,73
956,1066,49
339,1195,75
683,336,49
410,355,49
904,1310,73
604,623,49
146,158,6
462,316,32
597,535,49
1061,283,73
494,215,70
176,618,60
1119,329,47
526,92,73
421,385,49
647,23,47
416,1136,13
1041,1213,58
360,276,47
328,215,70
664,382,47
1138,290,47
81,355,4
887,830,49
152,1438,27
93,727,49
243,343,75
597,632,49
616,470,49
490,111,49
901,233,47
63,815,3
1579,659,83
112,1005,47
642,256,49
479,530,49
470,557,49
912,1410,58
917,98,73
525,500,49
530,638,16
359,250,47
825,1565,76
576,21,16
17,287,73
172,965,60
18,604,49
861,798,49
1051,1129,49
303,268,47
310,1673,70
137,147,49
504,334,47
47,775,40
579,436,60
201,185,9
762,880,72
482,593,49
113,900,6
41,367,47
123,867,6
682,240,47
924,352,49
579,390,47
182,452,49
1067,717,73
914,818,49
37,459,16
623,610,49
1182,201,73
429,300,73
1283,1208,70
1329,1316,49
984,261,47
538,241,47
348,711,49
540,76,49
930,439,54
486,848,49
800,665,49
455,971,32
1229,287,47
692,639,49
133,1617,6
54,858,54
887,391,27
31,37,49
671,43,70
454,1119,49
527,544,49
670,18,70
120,1572,12
658,1352,49
698,747,20
799,276,75
76,916,4
262,390,47
357,98,47
746,891,49
1462,1215,75
241,216,70
686,355,49
648,111,49
150,1652,47
1244,240,47
816,1263,73
525,170,49
1259,1421,47
661,359,47
86,456,49
87,389,75
748,352,49
23,480,49
186,936,60
255,313,47
626,185,49
292,747,49
699,715,20
1051,420,47
633,65,67
1083,988,60
352,533,49
618,482,49
167,159,53
272,248,75
1129,355,47
173,273,73
1030,724,73
1044,58,73
454,1289,49
1602,336,75
535,919,49
647,558,49
446,327,47
684,110,19
895,160,70
1057,738,49
1178,1224,73
946,433,49
1134,272,47
462,987,49
668,750,17
700,1451,73
1136,23,47
283,272,47
118,165,53
972,865,49
483,639,49
885,1421,49
371,375,47
348,1364,73
657,36,17
82,485,4
3,854,70
479,571,49
601,21,16
687,209,49
172,143,47
159,446,16
622,298,73
25,1084,60
1074,1071,60
602,575,49
765,913,72
1130,239,47
209,748,20
79,568,4
1274,1089,49
733,202,70
631,554,47
608,235,47
587,640,49
1276,111,49
175,572,20
251,294,73
547,530,49
850,916,37
822,1639,74
979,996,60
937,18,73
556,298,75
1088,930,60
591,517,49
148,115,49
468,394,47
687,1146,49
840,178,71
329,385,49
721,554,47
557,917,49
891,201,47
641,484,49
986,410,47
1239,722,73
505,652,49
171,321,8
499,539,49
486,50,49
32,1131,2
904,786,49
209,236,47
